UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C00CARNEGIE,C21BASIC,CARNEGIEIC,CARNEGIESAEC,CARNEGIERSCH,CARNEGIESIZE,CARNEGIEALF,CARNEGIEAPM,CARNEGIEGPM,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
168847,Baker College,,1020 S Washington St,Owosso,MI,48867-8956,26,3,Jacqueline Spicer,President,8554877888,380321740,EGX1XKSKHJ59,00467300,1,www.baker.edu/,www.baker.edu/admissions-and-aid/admissions/,www.baker.edu/admissions-and-aid/tuition-and-aid/financial-aid,www.baker.edu/apply,https://baker.clearcostcalculator.com/student/default/netpricecalculator/survey,www.baker.edu/admissions-and-aid/tuition-and-aid/tuition,,www.baker.edu/student-services/resources/disability-services/,2,1,2,9,1,1,12,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,33,19,14,4,-2,3,3,2,2,2,2,1,Baker College System,200140,37020,2,330,26155,Shiawassee County,2607,-84.172404,42.984804,116,2
168883,Bay de Noc Community College,Bay College,2001 N Lincoln Road,Escanaba,MI,49829-2511,26,3,Dr. Nerita L. Hughes,President,9067865802,381711021,Y5BRDNPUAFB5,00224000,1,https://www.baycollege.edu/,https://www.baycollege.edu/admissions/index.php,https://www.baycollege.edu/admissions/paying-college/federal-financial-aid.php,https://mybay.baycollege.edu/ICS/Community/,https://mybay.baycollege.edu//ics/ClientConfig/CustomContent/NetPriceCalculator/npcalc.htm,https://www.baycollege.edu/admissions/paying-college/veteran-benefits.php,https://www.baycollege.edu/about/consumer-information/institutional-effectiveness.php,https://www.baycollege.edu/academics/student-support/accommodations.php,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,4,40,5,12,4,-2,2,1,2,-2,2,2,2,-2,-2,21540,2,-2,26041,Delta County,2601,-87.085228,45.772586,72,1
168892,Bayshire Academy of Beauty Craft Inc,Bayshire Beauty Academy,917 Saginaw St,Bay City,MI,48708-5614,26,3,James F Goodrow,President,9898944923,382039556,,02285700,1,www.bayshirebeautyacademy.edu/,www.bayshirebeautyacademy.edu/enroll-in-school/,www.bayshirebeautyacademy.edu/enroll-in-school/,www.bayshirebeautyacademy.edu/,www.bayshirebeautyacademy.edu/enroll-in-school/,,,www.bayshirebeautyacademy.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Bayshire Academy of Beauty Craft Inc.,300450,13020,1,474,26017,Bay County,2608,-83.888950,43.599758,36,2
169080,Calvin University,Calvin,3201 Burton Street SE,Grand Rapids,MI,49546,26,3,Greg Elzinga,Interim President,6165266000,383071514,NNLQK7LNGL93,00224100,1,www.calvin.edu/,www.calvin.edu/admissions/,www.calvin.edu/finaid/,www.calvin.edu/apply/,https://www.calvin.edu/admissions/financial-aid/calculator,www.calvin.edu/financial-aid/types-aid/military-veterans,,www.calvin.edu/registrar-and-student-success/student-success/disability-services,2,1,2,7,1,1,20,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,32,20,5,3,3,2,3,1,2,2,2,2,-2,-2,24340,1,266,26081,Kent County,2603,-85.587548,42.929916,123,1
169099,Calvin Theological Seminary,,3233 Burton St SE,Grand Rapids,MI,49546-4387,26,3,Julius T. Medenblik,President,6169576036,383001876,,00224200,1,www.calvinseminary.edu/,https://www.calvinseminary.edu/admissions,https://www.calvinseminary.edu/admissions/tuition-aid,https://www.calvinseminary.edu/admissions/apply-now,,https://www.calvinseminary.edu/admissions/tuition-aid,,www.calvinseminary.edu/,2,1,2,9,2,1,11,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,1,51,24,31,-2,-2,1,6,-2,12,2,1,2,-2,-2,24340,1,266,26081,Kent County,2603,-85.586439,42.927951,148,1
169187,Carnegie Institute,,550 Stephenson Hwy Suite 100,Troy,MI,48083,26,3,Linda M. Ingraham,VP & School Co-Director,2485891078,381679892,NMQQNLL25BL4,00761700,1,https://www.carnegie-institute.edu/,https://www.carnegie-institute.edu/,https://www.carnegie-institute.edu/,https://www.carnegie-institute.edu/,https://www.carnegie-institute.edu/net-price-calculator/,,,www.carnegie-institute.edu/,6,2,3,4,1,2,0,2,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,19820,1,220,26125,Oakland County,2611,-83.118801,42.538890,14,2
169220,Michigan School of Psychology,MSP,26811 Orchard Lake Rd.,Farmington Hills,MI,48334-4512,26,3,"Brian Stogner, PhD",President,2484761122100,382333042,JJ4ZWWNME9D6,02198900,1,msp.edu/,msp.edu/admissions-2/,msp.edu/student-services/financial-aid/,msp.edu/admissions-2/apply-now/,https://msp.edu/student-services/financial-aid/cost-of-attendance/,msp.edu/student-services/financial-aid/veterans-education-benefit/,,msp.edu/student-services/accessibility-services/,2,1,2,9,2,1,13,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,1,59,26,25,-2,-2,1,6,-2,2,2,1,2,-2,-2,19820,1,220,26125,Oakland County,2611,-83.359575,42.491427,155,2
169248,Central Michigan University,,106 Warriner Hall,Mount Pleasant,MI,48859,26,3,Robert O Davies,President,9897744000,386004447,JJDYK36PRTL5| QYNUMJ2T1E13,00224300,1,https://www.cmich.edu/,https://www.cmich.edu/admissions-aid,https://www.cmich.edu/offices-departments/office-scholarships-financial-aid,https://fireup.cmich.edu/apply/,https://cmich.studentaidcalculator.com/survey.aspx,https://www.cmich.edu/admissions-aid/military-veteran-students/tuition-fees,https://cmuchippewas.com/sports/2020/6/8/prospective-chippewas.aspx,https://www.cmich.edu/student-life/student-support-services/student-disability-services,1,1,1,9,1,1,11,1,2,2,1,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,16,16,17,6,2,3,5,2,2,2,4,2,-2,-2,34380,2,394,26073,Isabella County,2602,-84.775250,43.591203,94,1
169275,Mott Community College,Charles Stewart Mott Community College,1401 E Court St,Flint,MI,48503-2089,26,3,Shaunda Richardson-Snell,Interim President,8107620200,381914697,XA83XLJ4ENX5,00226100,1,https://www.mcc.edu/,https://www.mcc.edu/admissions/,https://www.mcc.edu/financial-aid/,https://appsprod.mcc.edu/secure/de/index/add,https://www.mcc.edu/financial-aid/net-price-calculator.shtml,https://www.mcc.edu/veteran/,,https://www.mcc.edu/disability-services/,4,2,1,4,1,2,40,1,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,4,40,1,2,4,-2,3,1,1,-2,2,3,2,-2,-2,22420,1,220,26049,Genesee County,2608,-83.672430,43.019941,59,2
169284,Empire Beauty School-Michigan,,3583 Alpine Ave NW,Grand Rapids,MI,49544,26,3,Franklin K. Schoeneman,Chairman/CEO,8009204593,208939053,H327D3LFHT11,00817800,1,www.empire.edu/,www.empire.edu/,www.empire.edu/,www.empire.edu/apply-now,www.empire.edu/net-price-calculator,,,www.empire.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,EEG Inc.,301640,24340,1,266,26081,Kent County,2603,-85.691067,43.028642,16,2
169327,Cleary University,Cleary College,3750 Cleary Drive,Howell,MI,48843,26,3,Alan Drimmer,President,8006861883,381393841,JTGMMMLAU6D4,00224600,1,www.cleary.edu/,www.cleary.edu/admissions/,www.cleary.edu/admissions/financial-aid/,https://www.cleary.edu/future-cougar-application/,www.cleary.edu/admissions/financial-aid/net-price-calculator/,www.cleary.edu/student-life/veterans-resource-center/,,www.cleary.edu/disability-resource-services/,2,1,2,7,1,1,20,1,2,2,2,2,22,1,A,-2,-2,-2,1,1,1,1,1,2,55,29,24,6,-2,2,4,6,6,2,2,2,-2,-2,19820,1,220,26093,Livingston County,2607,-83.879987,42.586638,163,2
169363,Concordia University Ann Arbor,CUAA,4090 Geddes Rd,Ann Arbor,MI,48105,26,3,Erik Ankerberg,President,7349957300,381674800,DPL1V7TKF1X9,00384256,1,https://www.cuaa.edu/,https://www.cuaa.edu/admissions,https://www.cuaa.edu/financialaid,https://www.cuaa.edu/apply,https://www.cuaa.edu/netpricecalc,www.cuaa.edu/admissions/military/index.html,,https://www.cuaa.edu/academics/services/student-academic-resources/arc/disability-support.html,2,1,2,8,1,1,20,1,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,32,20,15,5,-2,2,3,2,2,2,2,1,Concordia University System,200450,11460,1,220,26161,Washtenaw County,2606,-83.682680,42.273157,124,2
169424,Cranbrook Academy of Art,,39221  Woodward Avenue,Bloomfield Hills,MI,48304,26,3,Chris Whittey,Interim Director,2486453300,382015048,ZP25W7ELBZM1,00224800,1,https://cranbrookart.edu/,https://cranbrookart.edu/admissions/,https://cranbrookart.edu/admissions/financial-aid/,https://cranbrookart.slideroom.com/?utm_source=howto&utm_medium=website&utm_campaign=apply&utm_content=slideroom#/Login,https://cranbrookart.edu/admissions/tuition-fees/,,,https://cranbrookart.edu/student-life/student-services/,2,1,2,7,2,1,20,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,1,56,30,23,-2,-2,1,6,-2,5,2,1,1,Cranbrook Educational Community,200490,19820,1,220,26125,Oakland County,2611,-83.250681,42.568904,167,2
169442,College for Creative Studies,CCS,201 E Kirby,Detroit,MI,48202,26,3,Donald Tuski,President,3136647400,382539067,HFE2JCCPH9U9,00677100,1,https://www.ccsdetroit.edu/,https://www.ccsdetroit.edu/admissions/,https://www.ccsdetroit.edu/admissions/scholarships-aid/,https://www.ccsdetroit.edu/apply/,https://www.ccsdetroit.edu/admissions/scholarships-aid/undergraduate/net-price-calculator/,https://www.ccsdetroit.edu/admissions/veterans/,,https://www.ccsdetroit.edu/life-at-ccs/services/students-with-disabilities/,2,1,2,7,1,1,20,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,56,30,23,6,-2,2,3,5,5,2,2,2,-2,-2,19820,1,220,26163,Wayne County,2613,-83.062352,42.361839,167,2
169479,Davenport University,,6191 Kraft Avenue S.E.,Grand Rapids,MI,49512-9396,26,3,Richard Pappas,President,6166987111,381945965,PLJ7KB6RV394,00224900,1,www.davenport.edu/,www.davenport.edu/admissions,www.davenport.edu/financial-aid,www.davenport.edu/office-admissions/apply-now,https://davenport.studentaidcalculator.com/survey.aspx,www.davenport.edu/military/student-services,https://my.davenport.edu/quality-effectiveness/consumer-right-know#graduate,www.davenport.edu/campus-life/student-access,2,1,2,8,1,1,20,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,55,18,19,4,-2,3,4,2,6,2,2,2,-2,-2,24340,1,266,26081,Kent County,2602,-85.533519,42.850013,109,1
169503,David Pressley School of Cosmetology,,1127 S Washington St,Royal Oak,MI,48067-3219,26,3,Michelle Gutek,President,2485485090,381607145,RS9PL6VZBKR4,01082700,1,davidpressleyschool.com/,davidpressleyschool.com/,,www.davidpressleyschool.com/cosmetology,www.davidpressleyschool.com/financial-aid-calculator,,,davidpressleyschool.com/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,19820,1,220,26125,Oakland County,2611,-83.146008,42.479729,19,2
169521,Delta College,,1961 Delta Road,University Center,MI,48710,26,3,Michael Gavin,President,9896869000,386034011,G36SD7DNM3H6,00225100,1,https://www.delta.edu/,https://www.delta.edu/admissions/index.html,https://www.delta.edu/costs-financial-aid/financial-aid.html,https://www.delta.edu/apply/,https://apps.delta.edu/NetPriceCalc/npcalc.htm,https://www.delta.edu/services-support/veterans.html,https://www.delta.edu/transparency/student-right-to-know.html,https://www.delta.edu/services-support/disability-resources.html,4,2,1,4,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,40,1,11,4,-2,3,1,2,-2,2,3,2,-2,-2,13020,1,474,26017,Bay County,2608,-83.985943,43.559491,59,1
169576,Detroit Business Institute-Downriver,,19100 Fort St,Riverview,MI,48193,26,3,Pradeep K Singh,President & CEO,7344790660,382958723,N4KQFBDL24L8,03005700,1,www.dbidownriver.edu/,www.dbidownriver.edu/contact-admissions,www.dbidownriver.edu/financial-aid,www.dbidownriver.edu/contact-admissions/online-application,www.dbidownriver.com/NetPrice/npcalc.htm,,,www.dbidownriver.edu/consumer-information,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,19820,1,220,26163,Wayne County,2606,-83.191212,42.168682,51,2
169655,Universal Technical Institute-Canton,"UTI/MIAT Canton, Michigan Institute of Aeronautics, Inc.MIAT Institute of TechnologyMichigan Institute of Aviation and Technology",2955 S Haggerty,Canton,MI,48188,26,3,Jennifer Paugh-Macomber,Campus President,7344232100,341613136,MCCTA8RRJ4D3,02060300,1,https://uti.edu/,https://uti.edu/admissions,https://uti.edu/financial-aid,https://uti.edu/locations/campus-tours,https://uti.edu/admissions/tuition,https://uti.edu/support-services/military-veteran-services,,uti.edu/support-services/disability-services,6,2,3,4,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,3,4,-2,11,21,6,-2,2,1,3,-2,2,2,1,Universal Technical Institute Inc.,304800,19820,1,220,26163,Wayne County,2606,-83.445507,42.286324,179,2
169716,University of Detroit Mercy,"Detroit Mercy, UDM, U of D, University of Detroit",4001 W McNichols Rd,Detroit,MI,48221-3038,26,3,Dr. Donald B. Taylor,President,3139931000,381360586,ZAX4T6ANZ3J1,00232300,1,https://www.udmercy.edu/,https://www.udmercy.edu/admission/,https://www.udmercy.edu/admission/financial-aid/,https://www.udmercy.edu/apply,https://www.udmercy.edu/admission/financial-aid/cost/netprice-calc.php,https://www.udmercy.edu/registrar/veterans/,https://www.udmercy.edu/about/disclosure/,https://www.udmercy.edu/current-students/support-services/disability/,2,1,2,9,1,1,11,1,2,2,1,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,21,17,17,6,3,3,5,2,2,2,3,2,-2,-2,19820,1,220,26163,Wayne County,2613,-83.139158,42.414222,99,2
169761,Dorsey College,Dorsey College- Madison Heights,31739 John R Road,Madison Heights,MI,48071,26,3,Kim Peck,Chief Administrative Officer,2485859200,381998422,CND5NBWSNKP4,00469200,1,www.dorsey.edu/,www.dorsey.edu/admissions.php,www.dorsey.edu/financial-aid.php,www.dorsey.edu/application-for-admission/,solutions.campusivy.com/Apps/NPC/NPCWizard?institutionId=11800,https://www.dorsey.edu/financial-aid-information/,,www.dorsey.edu/admissions.php,6,2,3,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Dorsey School of Business Holdings Inc.,301520,19820,1,220,26125,Oakland County,2611,-83.107631,42.525318,215,2
169798,Eastern Michigan University,,900 Oakwood St.,Ypsilanti,MI,48197,26,3,James M. Smith,President,7344871849,386005986,DZULG7BL99K4| DHMTKFMRJ3X3| STFNT4KCCDU3,00225900,1,www.emich.edu/,www.emich.edu/admissions/,www.emich.edu/finaid/,https://www.emich.edu/admissions/apply/index.php,www.emich.edu/finaid/calculator/,,https://emueagles.com/index.aspx,www.emich.edu/drc/,1,1,1,9,1,1,11,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,21,16,19,4,2,3,4,2,2,2,4,2,-2,-2,11460,1,220,26161,Washtenaw County,2606,-83.627443,42.251675,94,1
169813,Creative Hair School of Cosmetology,,4205 Miller Rd Suite 4-7,Flint,MI,48507,26,3,Corinthian Carouthers,President,8107874247,383490021,DMKHLEQ1CZV8,04055300,1,creativehairschool.com/,,https://creativehairschool.com/federal-student-aid,https://www.creativehairschool.com/admissions,creativehairschool.com/federal-student-aid,,www.creativehairschool.com/consumers-information,www.creativehairschool.com/consumers-information,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,22420,1,220,26049,Genesee County,2608,-83.757927,42.980416,40,2
169910,Ferris State University,,1201 S State St,Big Rapids,MI,49307-2251,26,3,Bill Pink,President,2315912000,386005159,F7EQFJDU4495,00226000,1,www.ferris.edu/,www.ferris.edu/admissions/,www.ferris.edu/admissions/financialaid/,www.ferris.edu/admissions/application/,www.ferris.edu/admissions/financialaid/NetPriceCalculator.htm,www.ferris.edu/HTMLS/admision/financialaid/veterans/,www.ferrisstatebulldogs.com/information/athleteinfo,www.ferris.edu/RSS/ecds/disabilities-services/homepage.htm,1,1,1,9,1,1,11,1,2,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,22,17,17,6,-2,3,5,2,10,2,3,2,-2,-2,13660,2,266,26107,Mecosta County,2602,-85.481925,43.687724,97,1
169974,Glen Oaks Community College,GOCC,62249 Shimmel Rd,Centreville,MI,49032-9719,26,3,Bryan Newton,President,26946799450,381800033,CKDAWU6AKPK3,00226300,1,www.glenoaks.edu/,www.glenoaks.edu/admissions/,www.glenoaks.edu/current-students/financial-aid/,etcentral.glenoaks.edu/?isAnonymous=true#form/3281,www.glenoaks.edu/netpricecalc/index.html,www.glenoaks.edu/services/veteran-services/,www.glenoaks.edu/services/disclosures/,www.glenoaks.edu/services/disability-support-services/,4,2,1,3,1,2,40,1,2,-2,2,2,42,1,A,-2,-2,-2,1,1,1,1,1,4,40,6,3,4,-2,2,1,1,-2,2,2,2,-2,-2,44780,2,310,26149,St. Joseph County,2605,-85.496929,41.892504,75,1
169983,Kettering University,GMI Engineering & Management Institute,1700 University Avenue,Flint,MI,48504-6214,26,3,"Robert K. McMahan, Jr.",President,8009554464,382410852,c8k8eghc6cw9,00226200,1,https://www.kettering.edu/,https://www.kettering.edu/admissions,https://www.kettering.edu/admissions/tuition-affordability,https://www.kettering.edu/apply,https://kettering.studentaidcalculator.com/survey.aspx,https://www.kettering.edu/admissions/veterans,,https://my.kettering.edu/page/disability-services,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,54,19,30,5,-2,2,4,11,6,2,2,2,-2,-2,22420,1,220,26049,Genesee County,2608,-83.712820,43.012468,117,1
169992,Gogebic Community College,,E4946 Jackson Rd,Ironwood,MI,49938,26,3,Chris Patritto,President,9069324231,381816843,HNYLL28DLHK3,00226400,1,gogebic.edu/,gogebic.edu/admissions/index.html,gogebic.edu/admissions/fa/index.html,https://gccics.gogebic.edu/ICS/Admissions/Admissions_Applications.jnz?portlet=Online_Admissions_Application&screen=Display+Instructions&screenType=next,https://gogebic.edu/admissions/fa/net_price_calculator.html,gogebic.edu/studentlife/veterans.html,www.gogebic.edu/_resources/pdfs/consumer_information/graduation-and-transfer-out-rates-of-full-time-first-time.pdf,gogebic.edu/studentlife/studentsupport/accessibility.html,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,4,40,7,12,4,-2,2,1,2,-2,2,1,2,-2,-2,-2,-2,-2,26053,Gogebic County,2601,-90.165592,46.471893,77,1
170000,Grace Christian University,,1011 Aldon SW,Wyoming,MI,49509,26,3,Kenneth B. Kemper,President,6165382330,381673400,GDHNG3MEH3H8,00226500,1,https://www.gracechristian.edu/,https://gracechristian.edu/admissions-aid/on-campus-admissions/,https://gracechristian.edu/admissions-aid/financial-aid/on-campus/,https://gracechristian.edu/admissions-aid/apply-now/on-campus-undergraduate-application/,https://gracechristian.edu/wp-content/uploads/2024/04/index-edit.html,https://gracechristian.edu/admissions-aid/financial-aid/military-assistance/,,https://gracechristian.edu/about-grace/disabilities/,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,51,22,15,4,-2,2,3,2,6,2,2,2,-2,-2,24340,1,266,26081,Kent County,2603,-85.692077,42.919541,138,2
170037,Cornerstone University,,1001 E Beltline Ave NE,Grand Rapids,MI,49525-5897,26,3,Gerson Moreno-Riaño,President,6169495300,381443369,QPG8AQM8B2G6,00226600,1,www.cornerstone.edu/,www.cornerstone.edu/quick-links-admissions/,www.cornerstone.edu/undergraduate/costs-aid/financial-aid/,www.cornerstone.edu/undergraduate/apply/,www.cornerstone.edu/undergraduate/costs-aid/financial-aid/net-price-calculator/,www.cornerstone.edu/undergraduate/costs-aid/financial-aid/military-veterans-benefits/,https://www.cornerstone.edu/about/outcomes/,www.cornerstone.edu/about/student-disability-services/,2,1,2,9,1,1,12,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,22,18,20,3,-2,2,4,2,2,2,2,2,-2,-2,24340,1,266,26081,Kent County,2603,-85.595328,42.979966,112,1
170055,Grand Rapids Community College,,143 Bostwick Ave NE,Grand Rapids,MI,49503-3295,26,3,"Charles Lepper, PhD",President,6162344000,382980195,K59VARXQE918,00226700,1,https://www.grcc.edu/,https://www.grcc.edu/students-resources/admissions-enrollment,https://www.grcc.edu/pay-college/financial-aid-scholarships,https://www.grcc.edu/students-resources/admissions-enrollment/apply-grcc/degreeseeking,https://www.grcc.edu/about-grcc/student-consumer-information/net-price-calculator,https://www.grcc.edu/veterans-services,,www.grcc.edu/students/disability-support-services,4,2,1,3,1,2,40,1,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,4,40,4,2,2,-2,3,1,1,-2,2,4,2,-2,-2,24340,1,266,26081,Kent County,2603,-85.665625,42.967076,67,2
170082,Grand Valley State University,Grand Valley|GVSU|Grand Valley State|,1 Campus Dr,Allendale,MI,49401-9403,26,3,Philomena V. Mantella,President,6163312020,381684280,Y2M5HUXKJPF1,00226800,1,www.gvsu.edu/,www.gvsu.edu/admissions/,www.gvsu.edu/financialaid/,https://www.gvsu.edu/admissions/undergraduate-application-23.htm,https://www.gvsu.edu/financialaid/price_calculator.htm,www.gvsu.edu/veterans/,https://web3.ncaa.org/aprsearch/asrsearch,www.gvsu.edu/accessibility/,1,1,1,9,1,1,13,1,2,2,2,2,31,1,A,-2,-2,-2,1,1,1,1,1,2,21,17,19,3,3,4,4,2,2,2,5,2,-2,-2,24340,1,266,26139,Ottawa County,2603,-85.889826,42.963001,97,1
170091,Great Lakes Christian College,,6211 W Willow Hwy,Lansing,MI,48917-1299,26,3,Dr. Frank E. Weller,President,5173210242,386080947,X1Y5ZJAMMGK1,00226900,1,www.glcc.edu/,www.glcc.edu/admissions/,www.glcc.edu/admissions/financial-aid-scholarships/,https://www.glcc.edu/admissions/apply-to-glcc/,www.glcc.edu/admissions/net-price-calculator,www.glcc.edu/,www.glcc.edu/academic/regulatory-disclosure-statements/,www.glcc.edu/,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,51,22,31,-2,-2,1,3,12,-2,2,1,2,-2,-2,29620,1,330,26045,Eaton County,2607,-84.638714,42.754249,141,1
170240,Henry Ford College,,5101 Evergreen Rd,Dearborn,MI,48128-1495,26,3,Russell Kavalhuna,President,3138459600,200027170,E3UKG8E5E4L6,00227000,1,https://www.hfcc.edu/,https://www.hfcc.edu/apply,https://www.hfcc.edu/financial-aid,https://www.hfcc.edu/apply,https://www.hfcc.edu/netprice,https://www.hfcc.edu/veterans,https://www.hfcc.edu/about/consumer,www.hfcc.edu/assisted-learning,1,1,1,5,1,2,30,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,3,40,14,11,2,-2,3,1,2,-2,2,4,2,-2,-2,19820,1,220,26163,Wayne County,2612,-83.236056,42.324639,185,2
170286,Hillsdale College,,33 E College St,Hillsdale,MI,49242,26,3,Dr. Larry Arnn,President,5174377341,381374230,,00227200,5,https://www.hillsdale.edu/,https://www.hillsdale.edu/admissions-aid/admissions-2/,https://www.hillsdale.edu/admissions-aid/financial-aid/,https://apply2.hillsdale.edu/apply/,https://www.hillsdale.edu/admissions-aid/financial-aid/tuition-and-costs/,,,https://www.hillsdale.edu/campus-life/student-support/disability-accommodations/,2,1,2,9,1,1,12,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,2,1,2,21,21,22,-2,-2,2,3,4,4,2,2,2,-2,-2,25880,2,-2,26059,Hillsdale County,2605,-84.633195,41.933682,202,2
170301,Hope College,,"President's Office, 141 East 12th Street",Holland,MI,49423-9000,26,3,Matthew Scogin,President,6163957000,381381271,YBR2AJ9X4BK9,00227300,1,https://hope.edu/,https://hope.edu/admissions,https://hope.edu/offices/financial-aid,https://hope.edu/admissions/apply.html,https://hope.edu/admissions/resources/net-price-calculator/index.html,https://hope.edu/offices/financial-aid/veterans-affairs.html,,https://hope.edu/offices/disability-services,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,31,21,5,3,3,2,3,1,-2,2,2,2,-2,-2,24340,1,266,26139,Ottawa County,2604,-86.100971,42.787247,128,1
170444,Jackson College,,2111 Emmons Rd,Jackson,MI,49201-8399,26,3,"Daniel J. Phelan, Ph.D.",President and CEO,5177870800,381795703,HW4SP3KRE293,00227400,1,www.jccmi.edu/,www.jccmi.edu/studentservices/admissions/index.htm,https://www.jccmi.edu/financial-aid/,https://www.jccmi.edu/admissions/steps-to-apply/,https://www.jccmi.edu/financial-aid/net-price-calculator/,,www.jccmi.edu/about/consumer-information/,https://www.jccmi.edu/center-for-student-success/,1,1,1,5,1,2,30,1,2,2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,3,40,14,11,4,-2,3,1,2,-2,2,3,2,-2,-2,27100,1,-2,26075,Jackson County,2605,-84.403942,42.164830,187,1
170532,Kalamazoo College,,1200 Academy St,Kalamazoo,MI,49006-3295,26,3,Jorge G. Gonzalez,President,2693377000,381358014,KJ2FDLEJT973,00227500,1,https://www.kzoo.edu/,https://admission.kzoo.edu/,https://finaid.kzoo.edu/,https://admission.kzoo.edu/how-to-apply/,https://admission.kzoo.edu/cost-value/net-price-calculator/,https://registrar.kzoo.edu/catalog/veteran-affairs-benefits/,,https://www.kzoo.edu/student-life/students-with-disabilities/,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,31,21,22,5,-2,2,3,4,-2,2,2,2,-2,-2,28020,1,310,26077,Kalamazoo County,2604,-85.601857,42.290789,131,1
