start_index,end_index,field_length,field_name
797,798,1,el_performance_measure_mathematics_208
798,800,2,blank_209
800,840,40,item_reporting_category_numbers_mathematics
840,856,16,blank_212
856,896,40,item_student_responses_mathematics
896,912,16,blank_214
912,952,40,item_correct_responses_mathematics
952,968,16,blank_216
968,971,3,percentile_mathematics
971,976,5,quantile_measure_219
976,977,1,mathematics_badge_indicator
977,1017,40,blank_221
1017,1057,40,points_possible_mathematics
1057,1097,40,points_achieved_mathematics
1097,1102,5,blank_224
1102,1147,45,points_possible_reading_language_arts
1147,1192,45,points_achieved_reading_language_arts
1192,1500,308,blank_228
1500,1502,2,social_studies_reporting_category_1_scores
1502,1504,2,social_studies_reporting_category_2_scores
1504,1506,2,social_studies_reporting_category_3_scores
1506,1508,2,social_studies_reporting_category_4_scores
1508,1510,2,social_studies_raw_score
1510,1514,4,social_studies_scale_score
1514,1515,1,social_studies_test_language_version
1515,1516,1,social_studies_test_version
1516,1517,1,test_administration_mode_social_studies
1517,1524,7,blank_239
1524,1525,1,meets_grade_level_in_social_studies
1525,1526,1,approaches_grade_level_in_social_studies
1526,1527,1,masters_grade_level_in_social_studies
1527,1528,1,el_performance_measure_social_studies
1528,1600,72,blank_247
1600,1640,40,item_reporting_category_numbers_social_studies
1640,1652,12,blank_250
1652,1692,40,item_student_responses_social_studies
1692,1704,12,blank_252
1704,1744,40,item_correct_responses_social_studies
1744,1756,12,blank_254
1756,1759,3,percentile_social_studies
1759,1799,40,points_possible_social_studies
1799,1816,17,blank_258
1816,1856,40,points_achieved_social_studies
1856,1900,44,blank_260
1900,1902,2,science_reporting_category_1_scores
1902,1904,2,science_reporting_category_2_scores
1904,1906,2,science_reporting_category_3_scores
1906,1908,2,science_reporting_category_4_scores
1908,1910,2,science_raw_score
1910,1914,4,science_scale_score
1914,1915,1,science_test_language_version
1915,1916,1,science_test_version
1916,1917,1,test_administration_mode_science__o_=_online
1917,1924,7,blank_271
1924,1925,1,meets_grade_level_in_science
1925,1926,1,approaches_grade_level_in_science
1926,1927,1,masters_grade_level_in_science
1927,1928,1,el_performance_measure_science
1928,2000,72,blank_278
2000,2038,38,item_reporting_category_numbers_science
2038,2054,16,blank_282
2054,2092,38,item_student_responses_science
2092,2108,16,blank_284
2108,2146,38,item_correct_responses_science
2146,2162,16,blank_286
2162,2165,3,percentile_science
2165,2445,280,blank_288
2445,2483,38,points_possible___science
2483,2487,4,blank_290
2487,2525,38,points_achieved___science
2525,2530,5,blank_292
2530,2539,9,county_district_campus_number_294
2539,2540,1,language_version_295
2540,2541,1,test_version_296
2541,2542,1,score_code_298
2542,2543,1,approaches_grade_level_299
2543,2544,1,masters_grade_level_300
2544,2548,4,scale_score_301
2548,2550,2,tested_grade_302
2550,2552,2,enrolled_grade_303
2552,2553,1,blank_304
2553,2554,1,staar_progress_measure_305
2554,2555,1,el_performance_measure_306
2555,2560,5,lexile_measure_307
2560,2650,90,blank_308
2650,2659,9,county_district_campus_number_310
2659,2660,1,language_version_311
2660,2661,1,test_version_312
2661,2662,1,score_code_313
2662,2663,1,approaches_grade_level_314
2663,2664,1,masters_grade_level_315
2664,2668,4,scale_score_316
2668,2670,2,tested_grade_317
2670,2672,2,enrolled_grade_318
2672,2673,1,blank_319
2673,2674,1,staar_progress_measure_320
2674,2675,1,meets_grade_level_321
2675,2680,5,quantile_measure_322
2680,2770,90,blank_323
2770,2779,9,county_district_campus_number_326
2779,2780,1,language_version_327
2780,2781,1,test_version_328
2781,2782,1,score_code_329
2782,2783,1,approaches_grade_level_330
2783,2784,1,masters_grade_level_331
2784,2788,4,scale_score_332
2788,2790,2,tested_grade_333
2790,2792,2,enrolled_grade_334
2792,2793,1,meets_grade_level_335
2793,2794,1,el_performance_measure_336
2794,2800,6,blank_337
2800,2809,9,county_district_campus_number_339
2809,2810,1,language_version_340
2810,2811,1,test_version_341
2811,2812,1,score_code_342
2812,2813,1,approaches_grade_level_343
2813,2814,1,masters_grade_level_344
2814,2818,4,scale_score_345
2818,2820,2,tested_grade_346
2820,2822,2,enrolled_grade_347
2822,2823,1,meets_grade_level_348
2823,2824,1,el_performance_measure_349
2824,2839,15,blank_351
2839,2840,1,meets_grade_level_reading
2840,2841,1,el_performance_measure_mathematics_354
2841,2900,59,blank_355
2900,2905,5,lexile_measure_grade_3
2905,2910,5,lexile_measure_grade_4
2910,2915,5,lexile_measure_grade_5
2915,2920,5,lexile_measure_grade_6
2920,2925,5,lexile_measure_grade_7
2925,2930,5,lexile_measure_grade_8
2930,2955,25,blank_363
2955,2960,5,quantile_measure_grade_3
2960,2965,5,quantile_measure_grade_4
2965,2970,5,quantile_measure_grade_5
2970,2975,5,quantile_measure_grade_6
2975,2980,5,quantile_measure_grade_7
2980,2985,5,quantile_measure_grade_8
2985,3074,89,blank_371
3074,3075,1,el_performance_measure_(elpm)_plan
3075,3079,4,year_elpm_plan_determined
3079,3080,1,plan_year_telpas_composite_rating__0_=_no_rating_available
3080,3081,1,current_year_telpas_years_in_u.s._schools_(grades_1_12)
3081,3082,1,current_year_telpas_parental_denial
3082,3083,1,current_year_telpas_unschooled_asylee/refugee
3083,3084,1,current_year_telpas_students_with_interrupted_formal_education_(sife)
3084,3099,15,blank_381
3099,3100,1,score_code_383
3100,3101,1,test_version_384
3101,3103,2,algebra_i_reporting_category_1_raw_score
3103,3105,2,algebra_i_reporting_category_2_raw_score
3105,3107,2,algebra_i_reporting_category_3_raw_score
3107,3109,2,algebra_i_reporting_category_4_raw_score
3109,3111,2,algebra_i_reporting_category_5_raw_score
3111,3113,2,blank_390
3113,3115,2,algebra_i_raw_score
3115,3119,4,scale_score_392
3119,3120,1,approaches_grade_level_393
3120,3121,1,meets_grade_level_394
3121,3122,1,masters_grade_level_395
3122,3123,1,blank_396
3123,3126,3,percentile_397
3126,3131,5,quantile_measure_398
3131,3132,1,test_information_indicator
3132,3135,3,blank_400
3135,3138,3,tsds_peims_crisis_code_1
3138,3141,3,tsds_peims_crisis_code_2
3141,3144,3,tsds_peims_crisis_code_3
3144,3153,9,test_result_id_reading_language_arts
3153,3162,9,test_result_id_mathematics
3162,3171,9,test_result_id_social_studies
3171,3180,9,test_result_id_science
3180,3186,6,blank_411
3186,3222,36,opportunity_key_reading_language_arts
3222,3258,36,opportunity_key_mathematics
3258,3294,36,opportunity_key_social_studies
3294,3330,36,opportunity_key_science
3330,3366,36,blank_416
3366,3367,1,non_participant_online_refusal_reading_language_arts
3367,3368,1,non_participant_online_refusal_mathematics
3368,3369,1,non_participant_online_refusal_social_studies
3369,3370,1,non_participant_online_refusal_science
3370,3371,1,discrepancy_indicator_reading_language_arts
3371,3372,1,discrepancy_indicator_mathematics
3372,3373,1,discrepancy_indicator_social_studies
3373,3374,1,discrepancy_indicator_science
3374,3999,625,blank_425
3999,4000,1,period
