start_index,end_index,field_length,field_name
658,659,1,braille_120
659,660,1,describe_images_121
660,661,1,provide_images_or_text_separately_122
661,662,1,isolate_images_123
662,663,1,picture_representations_124
663,664,1,reread_text_125
664,665,1,"use_calculator,_manipulatives,_ormathematics_tools_126"
665,666,1,provide_structured_reminders_127
666,750,84,blank_128
750,752,2,mathematics_reporting_category_1scores
752,754,2,mathematics_reporting_category_2scores
754,756,2,mathematics_reporting_category_3scores
756,758,2,mathematics_reporting_category_4scores
758,760,2,performance_level_indicator_mathematics
760,762,2,mathematics_raw_score
762,766,4,mathematics_scale_score
766,767,1,blank_137
767,768,1,mathematics_test_version
768,769,1,blank_139
769,770,1,mathematics_translated_studentmaterials
770,777,7,blank_141
777,778,1,level_ii__satisfactory_academicperformance_in_mathematics
778,779,1,level_iii__accomplished_academicperformance_in_mathematics
779,800,21,blank_144
800,820,20,item_reporting_category_numbers_mathematics
820,856,36,blank_147
856,876,20,item_student_responses_mathematics
876,1000,124,blank_149
1000,1001,1,color_or_highlight_151
1001,1002,1,color_overlays_152
1002,1003,1,blank_153
1003,1004,1,photographs_or_objects_154
1004,1005,1,textured_materials_155
1005,1006,1,demonstrate_156
1006,1007,1,raise_or_darken_outline_157
1007,1008,1,enlarge_158
1008,1009,1,braille_159
1009,1010,1,describe_images_160
1010,1011,1,provide_images_or_text_separately_161
1011,1012,1,isolate_images_162
1012,1013,1,picture_representations_163
1013,1014,1,reread_text_164
1014,1015,1,"use_calculator,_manipulatives,_ormathematics_tools_165"
1015,1016,1,provide_structured_reminders_166
1016,1500,484,blank_167
1500,1502,2,social_studies_reporting_category_1scores
1502,1504,2,social_studies_reporting_category_2scores
1504,1506,2,social_studies_reporting_category_3scores
1506,1508,2,social_studies_reporting_category_4scores
1508,1510,2,social_studies_raw_score
1510,1514,4,social_studies_scale_score
1514,1515,1,blank_176
1515,1516,1,social_studies_test_version
1516,1517,1,blank_178
1517,1518,1,social_studies_translated_studentmaterials
1518,1525,7,blank_180
1525,1526,1,level_ii__satisfactory_academicperformance_in_social_studies
1526,1527,1,level_iii__accomplished_academicperformance_in_social_studies
1527,1600,73,blank_183
1600,1620,20,item_reporting_category_numbers_social_studies
1620,1652,32,blank_185
1652,1672,20,item_student_responses_socialstudies
1672,1800,128,blank_187
1800,1801,1,color_or_highlight_189
1801,1802,1,color_overlays_190
1802,1803,1,blank_191
1803,1804,1,photographs_or_objects_192
1804,1805,1,textured_materials_193
1805,1806,1,demonstrate_194
1806,1807,1,raise_or_darken_outline_196
1807,1808,1,enlarge_197
1808,1809,1,braille_198
1809,1810,1,describe_images_199
1810,1811,1,provide_images_or_text_separately_200
1811,1812,1,isolate_images_201
1812,1813,1,picture_representations_202
1813,1814,1,reread_text_203
1814,1815,1,"use_calculator,_manipulatives,_ormathematics_tools_204"
1815,1816,1,provide_structured_reminders_205
1816,1900,84,blank_206
1900,1902,2,science_reporting_category_1scores
1902,1904,2,science_reporting_category_2scores
1904,1906,2,science_reporting_category_3scores
1906,1908,2,science_reporting_category_4scores
1908,1910,2,science_raw_score
1910,1914,4,science_scale_score
1914,1915,1,blank_214
1915,1916,1,science_test_version
1916,1917,1,blank_216
1917,1918,1,science_translated_studentmaterials
1918,1925,7,blank_218
1925,1926,1,level_ii__satisfactory_academicperformance_in_science
1926,1927,1,level_iii__accomplished_academicperformance_in_science
1927,2000,73,blank_221
2000,2020,20,item_reporting_category_numbers_science
2020,2054,34,blank_223
2054,2074,20,item_student_responses_science
2074,2200,126,blank_226
2200,2201,1,color_or_highlight_228
2201,2202,1,color_overlays_229
2202,2203,1,blank_230
2203,2204,1,photographs_or_objects_231
2204,2205,1,textured_materials_232
2205,2206,1,demonstrate_233
2206,2207,1,raise_or_darken_outline_234
2207,2208,1,enlarge_235
2208,2209,1,braille_236
2209,2210,1,describe_images_237
2210,2211,1,provide_images_or_text_separately_238
2211,2212,1,isolate_images_239
2212,2213,1,picture_representations_240
2213,2214,1,reread_text_241
2214,2215,1,"use_calculator,_manipulatives,_ormathematics_tools_242"
2215,2216,1,provide_structured_reminders_243
2216,2530,314,blank_244
2530,2539,9,county_district_campus_number_246
2539,2541,2,blank_247
2541,2542,1,score_code_249
2542,2543,1,level_ii__satisfactory_academicperformance_250
2543,2544,1,level_iii__accomplished_academicperformance_251
2544,2548,4,scale_score_252
2548,2550,2,tested_grade_253
2550,2552,2,blank_254
2552,2553,1,on_track_to_level_ii__satisfactoryacademic_performance_255
2553,2554,1,staar_alternate_2_progressmeasure_256
2554,2650,96,blank_257
2650,2659,9,county_district_campus_number_259
2659,2661,2,blank_260
2661,2662,1,score_code_261
2662,2663,1,level_ii__satisfactory_academicperformance_262
2663,2664,1,level_iii__accomplished_academicperformance_263
2664,2668,4,scale_score_264
2668,2670,2,tested_grade_265
2670,2672,2,blank_266
2672,2673,1,on_track_to_level_ii__satisfactoryacademic_performance_267
2673,2674,1,staar_alternate_2_progressmeasure_268
2674,2770,96,blank_269
2770,2779,9,county_district_campus_number_271
2779,2781,2,blank_272
2781,2782,1,score_code_273
2782,2783,1,level_ii__satisfactory_academicperformance_276
2783,2784,1,level_iii__accomplished_academicperformance_277
2784,2788,4,scale_score_278
2788,2790,2,tested_grade_279
2790,2800,10,blank_280
2800,2809,9,county_district_campus_number_282
2809,2811,2,blank_283
2811,2812,1,score_code_284
2812,2813,1,level_ii__satisfactory_academicperformance_285
2813,2814,1,level_iii__accomplished_academicperformance_286
2814,2818,4,scale_score_287
2818,2820,2,tested_grade_288
2820,3135,315,blank_289
3135,3138,3,fall_2022_tsds_peims_crisis_code_1
3138,3141,3,fall_2022_tsds_peims_crisis_code_2
3141,3144,3,fall_2022_tsds_peims_crisis_code_3
3144,3153,9,test_result_id_reading_languagearts
3153,3162,9,test_result_id_mathematics
3162,3171,9,test_result_id_social_studies
3171,3180,9,test_result_id_science
3180,3186,6,blank_299
3186,3222,36,opportunity_key_readinglanguage_arts
3222,3258,36,opportunity_key_mathematics
3258,3294,36,opportunity_key_social_studies
3294,3330,36,opportunity_key_science
3330,3366,36,blank_305
3366,3367,1,non_participant_online_refusal__reading_language_arts
3367,3368,1,non_participant_online_refusal__mathematics
3368,3369,1,non_participant_online_refusal__social_studies
3369,3370,1,non_participant_online_refusal__science
3370,3999,629,blank_310
3999,4000,1,period
