start_index,end_index,field_length,field_name
262,265,3,USRnk_Sub_Sci
265,268,3,USRnk_Comp
268,271,3,USRnk_STEM
271,272,1,C_Readiness
279,280,1,Best_Lan
280,281,1,Program_Of_Study
281,282,1,EdLevel_Mthr
282,283,1,EdLevel_Fthr
283,284,1,Partic_InstMus
284,285,1,Partic_VocMus
285,286,1,Partic_Pubs
286,287,1,Partic_Debate
287,288,1,Partic_Art
288,289,1,Partic_Theater
289,290,1,Partic_VAthl
290,291,1,Partic_Sci
291,292,1,Partic_Honors
292,293,1,Partic_Cheer
293,294,1,Partic_ServOrg
294,295,1,Partic_RacEthOrg
295,296,1,Partic_Abroad
296,297,1,Partic_PolOrg
297,298,1,Partic_RadioTV
298,299,1,Partic_RelOrg
299,300,1,Partic_ROTC
300,301,1,Partic_FratSor
301,302,1,Partic_StuGov
302,303,1,Partic_NotPartic
303,304,1,Clg_Outreach
304,305,1,WorkHrs
305,306,1,Highest_ed_exp
306,307,1,Career
309,310,1,EOS_OptIn
310,314,4,Results_Void
314,315,1,Help_EdPlan
315,316,1,Help_Writing
316,317,1,Help_Reading
317,318,1,Help_StudySk
318,319,1,Help_MathSk
319,320,1,Help_Computer
320,321,1,Help_Public_Speaking
321,411,90,IntInv_Responses
411,414,2,IntInv_MapReg1
413,416,2,IntInv_MapReg2
415,418,2,IntInv_MapReg3
419,423,3,IntInv_LikePerc
422,426,3,IntInv_IndiffPerc
425,429,3,IntInv_DislikePerc
430,432,1,IntInv_TechSta
431,433,1,IntInv_SciSta
432,434,1,IntInv_ArtSta
433,435,1,IntInv_SocSta
434,436,1,IntInv_BusCSta
435,437,1,IntInv_BusOpSta
436,439,2,IntInv_TechStd
438,441,2,IntInv_SciStd
440,443,2,IntInv_ArtStd
442,445,2,IntInv_SocStd
444,447,2,IntInv_BusCStd
446,449,2,IntInv_BusOpStd
448,452,3,IntInv_TechRnk
451,455,3,IntInv_SciRnk
454,458,3,IntInv_ArtRnk
457,461,3,IntInv_SocRnk
460,464,3,IntInv_BusCRnk
463,467,3,IntInv_BusOpRnk
466,470,3,English_9
469,473,3,English_10
472,476,3,English_11
475,479,3,English_12
478,482,3,English_Other
481,485,3,English_Other_2
484,488,3,English_Other_3
487,491,3,English_Credit
490,494,3,Algebra_1
493,497,3,Geometry
496,500,3,Algebra_2
499,503,3,Trigonometry
502,506,3,Pre_Calc
505,509,3,Calculus
508,512,3,Math_Other
511,515,3,Math_Other_2
514,518,3,Math_College_Prep_9
517,521,3,Math_College_Prep_10
520,524,3,Math_College_Prep_11
523,527,3,Math_College_Prep_12
526,530,3,Math_Credit
529,533,3,History_US
532,536,3,History_World
535,539,3,Gvt_Civics
538,542,3,Global_Studies
541,545,3,Geography
544,548,3,Economics
547,551,3,Psychology
550,554,3,Sociology
553,557,3,Social_Studies_Other
556,560,3,Social_Studies_Other_2
559,563,3,Social_Studies_Credit
562,566,3,General_Science
565,569,3,Biology_1
568,572,3,Biology_2
571,575,3,Chemistry_1
574,578,3,Chemistry_2
577,581,3,Physics
580,584,3,Anat_Phys
583,587,3,Natural_Science_Other
586,590,3,Natural_Science_Other_2
589,593,3,Natural_Science_Credit
592,594,1,Spanish_Credit
593,595,1,French_Credit
594,596,1,German_Credit
595,597,1,Lang_Other_Credit
596,598,1,IntCareer_Fit
597,601,3,G_HS_Avg
600,604,3,G_AllEng
603,607,3,G_AllMth
606,610,3,G_AllSocSt
609,613,3,G_AllNatSc
612,614,1,Core_Ind
613,626,12,Suppl_Local_Itms
625,629,3,Test_Form
640,686,45,Eng_Responses
690,727,36,Math_Responses
730,756,25,Read_Responses
755,786,30,Sci_Responses
785,831,45,Eng_Itm_Scores
835,872,36,Math_Itm_Scores
875,901,25,Read_Itm_Scores
900,931,30,Sci_Itm_Scores
930,932,2,Eng_Raw
932,934,2,Math_Raw
934,936,2,Read_Raw
936,938,2,Sci_Raw
946,987,40,Address1
986,1012,25,City
1011,1014,2,State
1013,1023,9,Zip
1049,1065,15,Stu_ID_Num
1064,1110,45,Pred_Local_Items
1119,1122,2,Pred_PreACT_Eng_Low
1121,1124,2,Pred_PreACT_Eng_High
1123,1126,2,Pred_PreACT_Mth_Low
1125,1128,2,Pred_PreACT_Mth_High
1127,1130,2,Pred_PreACT_Rdg_Low
1129,1132,2,Pred_PreACT_Rdg_High
1131,1134,2,Pred_PreACT_Sci_Low
1133,1136,2,Pred_PreACT_Sci_High
1135,1138,2,Pred_PreACT_Composite_Low
1137,1140,2,Pred_PreACT_Composite_High
1139,1142,2,Pred_PreACT_STEM_Low
1141,1144,2,Pred_PreACT_STEM_High
